D1,DS1,DSF,DpA,DpB,T1,T2,T3,T4,deltaT,P,M01,M02,VA,VB,D2A,D2B,Ds,TS1,SF,D3A,D3B,DS2A,DS2B,POA,POB,TsA,TsB,SFA,SFB,DgA,YseA,YsynA,YuntA,CaoA,DgB,YseB,YsynB,YuntB,CaoB,Ym,CaO,R
166.0,1566.0,53.0,206.0,220.0,79.0,81.5,80.56,80.55,0.74,344.2125,87.26,81.14,620.0,633.0,244.5,331.0,1493.0,35.54,28.44,71.02,134.69,1237.0,1238.0,24.35,24.64,0.86,0.8,27.44,26.95,131.0,0.12,0.56,0.18,32.6,135.0,0.16,0.56,0.18,32.54,0.88,32.57,95.41
213.0,1566.0,53.0,135.5,141.0,83.0,81.17999999999999,80.56,79.58500000000001,0.847,344.2125,88.74,90.01,597.0,602.0,355.0,354.0,1458.0,32.44,24.93,96.45,121.61,,,24.35,24.64,0.86,0.8,27.44,26.95,122.0,,,,,128.0,,,,,,,
239.0,1622.0,110.0,241.0,240.0,88.0,82.39,82.3,80.98,1.315,319.95,88.92,90.71,411.0,487.0,390.0,388.0,1494.0,35.72,28.93,87.02,115.3,1236.0,1238.0,24.35,24.64,0.86,0.8,27.44,26.95,111.0,0.16,0.58,0.18,32.58,112.0,0.15,0.57,0.19,32.51,0.915,32.55,95.22
236.0,1566.0,53.0,135.5,127.0,78.0,81.17999999999999,80.56,80.4,0.891,344.2125,87.53,97.26,587.0,651.0,391.0,391.0,1506.0,35.55,29.73,97.98,98.88,1252.0,1253.0,24.93,25.08,0.88,0.9,26.95,27.44,154.0,0.13,0.57,0.19,32.51,154.5,0.13,0.56,0.2,32.46,0.89,32.49,95.34
191.0,1566.0,64.0,155.0,162.0,81.0,81.17999999999999,80.56,79.58500000000001,1.904,344.2125,85.95,84.19,551.0,522.0,254.0,354.0,1522.0,37.79,25.6,64.88,126.32,1238.0,1240.0,24.93,25.08,0.88,0.9,26.95,27.44,107.0,0.08,0.57,0.18,32.45,122.0,0.07,0.56,0.19,32.57,0.825,32.51,95.69
199.0,1638.0,92.0,230.0,216.0,83.0,81.92,81.74,80.88,0.857,320.71,88.72,53.6,519.0,555.0,324.0,356.0,1498.0,35.39,30.62,73.68,100.69,1244.0,1244.0,24.37,24.44,0.85,0.87,27.93,28.42,114.0,0.09,0.58,0.18,32.48,115.0,0.08,0.57,0.17,32.61,0.835,32.55,95.64
192.0,1655.0,90.0,239.0,241.0,82.0,81.98,81.76,80.72,1.036,325.74,88.62,51.45,452.0,433.0,359.0,377.0,1502.0,36.4,29.33,66.31,119.96,1235.0,1236.0,24.37,24.44,0.85,0.87,27.93,28.42,117.0,0.16,0.57,0.18,32.48,117.0,0.11,0.56,0.18,32.58,0.88,32.53,95.4
200.0,1646.0,96.0,223.0,237.0,83.0,82.35,82.17,81.13,1.044,323.14,88.75,52.8,492.0,535.0,360.0,370.0,1489.0,34.11,30.13,68.87,99.39,1237.0,1239.0,24.37,24.44,0.85,0.87,27.93,28.42,110.0,0.15,0.56,0.19,32.57,110.0,0.13,0.57,0.17,32.42,0.885,32.5,95.37
252.0,1600.0,110.0,219.0,240.0,86.0,82.5,82.36,81.13,1.227,320.52,89.79,65.2,406.0,430.0,398.0,407.0,1490.0,33.96,29.51,84.75,131.01,1244.0,1243.0,24.53,24.65,0.88,0.9,28.91,29.4,124.0,0.12,0.57,0.18,32.47,124.0,0.14,0.58,0.17,32.54,0.88,32.51,95.4
216.0,1619.0,95.0,220.0,244.0,86.0,82.31,82.17,81.24,0.93,325.09,88.25,59.53,445.0,453.0,356.0,374.0,1493.0,34.59,29.52,84.63,107.61,1246.0,1247.0,24.53,24.65,0.88,0.9,28.91,29.4,111.0,0.14,0.56,0.17,32.48,111.0,0.15,0.57,0.18,32.57,0.885,32.53,95.37
208.0,1664.0,101.0,219.0,247.0,85.0,82.5,82.4,81.42,0.98,321.9,89.65,55.17,400.0,459.0,352.0,363.0,1508.0,36.22,29.77,104.1,104.3,1244.0,1244.0,24.53,24.65,0.88,0.9,28.91,29.4,121.0,0.14,0.55,0.18,32.54,117.0,0.15,0.57,0.17,32.44,0.88,32.49,95.4
229.0,1662.0,109.0,243.0,252.0,86.0,82.72,82.58,81.41,1.167,316.43,91.26,59.36,442.0,428.0,374.0,408.0,1510.0,35.7,29.82,77.63,108.47,1250.0,1252.0,25.34,25.52,0.74,0.84,32.34,32.83,123.0,0.12,0.58,0.17,32.54,124.0,0.13,0.56,0.18,32.6,0.87,32.57,95.46
236.0,1638.0,110.0,227.0,269.0,86.0,82.59,82.5,81.24,1.252,315.21,89.52,73.12,376.0,345.0,378.0,411.0,1502.0,34.62,29.65,91.87,102.16,1256.0,1258.0,25.34,25.52,0.74,0.84,32.34,32.83,123.0,0.15,0.57,0.18,32.44,123.0,0.16,0.57,0.18,32.58,0.905,32.51,95.27
242.0,1598.0,105.0,237.0,245.0,88.0,82.31,82.17,81.2,0.971,318.66,91.69,79.76,353.0,374.0,377.0,427.0,1507.0,35.97,28.36,90.66,126.62,1246.0,1248.0,25.34,25.52,0.74,0.84,32.34,32.83,124.0,0.2,0.55,0.19,32.54,122.0,0.16,0.56,0.18,32.39,0.92,32.47,95.18
191.0,1566.0,53.0,135.5,143.0,78.0,81.17999999999999,80.56,80.42,1.539,344.2125,88.14,84.49,587.0,595.0,314.0,351.0,1443.0,32.79,31.44,90.06,120.19,1241.0,1242.0,24.18,24.31,0.91,0.96,31.85,31.36,105.0,0.21,0.56,0.18,32.54,112.0,0.2,0.55,0.19,32.6,0.945,32.57,95.07
236.0,1566.0,72.0,186.0,201.0,83.0,81.92,80.56,80.87,1.18,334.42,89.17,71.52,557.0,530.0,292.0,405.0,1453.0,32.91,36.85,93.43,122.15,1218.5,1217.0,24.18,24.31,0.91,0.96,31.85,31.36,112.0,0.14,0.57,0.16000000000000003,32.49,105.0,0.13,0.56,0.16000000000000003,32.56,0.845,32.53,95.58
269.0,1625.0,120.0,240.0,260.0,88.0,82.94,82.65,81.29,1.357,311.97,91.74,76.08,473.0,499.0,395.0,411.0,1495.0,34.6,30.94,97.8,123.54,1247.0,1248.0,24.18,24.31,0.91,0.96,31.85,31.36,132.0,0.16,0.59,0.16000000000000003,32.39,132.0,0.15,0.58,0.16000000000000003,32.58,0.895,32.49,95.32
266.0,1639.0,120.0,264.0,259.0,90.0,82.63,82.33,81.43,0.901,311.94,93.21,72.2,304.0,328.0,391.0,445.0,1510.0,35.92,30.14,108.3,123.74,1254.0,1255.0,25.42,25.5,0.9,0.95,29.89,30.38,150.0,0.16,0.57,0.17,32.6,154.0,0.15,0.56,0.18,32.54,0.895,32.57,95.33
245.0,1634.0,110.0,237.0,259.0,89.0,82.83,82.52,81.78,0.74,320.07,91.89,77.78,387.0,362.0,367.0,412.0,1507.0,35.92,29.59,78.84,122.94,1243.0,1244.0,25.42,25.5,0.9,0.95,29.89,30.38,120.0,0.15,0.55,0.16000000000000003,32.48,121.0,0.13,0.57,0.16000000000000003,32.42,0.855,32.45,95.52
235.0,1649.0,110.0,237.0,250.0,88.0,83.06,82.76,82.01,0.743,316.68,92.62,74.87,405.0,415.0,356.0,403.0,1495.0,33.86,32.63,93.52,118.01,1253.0,1255.0,25.42,25.5,0.9,0.95,29.89,30.38,128.0,0.11,0.54,0.17,32.53,127.0,0.15,0.55,0.17,32.41,0.845,32.47,95.58
232.0,1665.0,110.0,245.0,251.0,87.0,83.1,82.79,81.86,0.933,314.94,93.27,75.59,427.0,421.0,342.0,420.0,1522.0,37.34,31.02,76.91,131.86,1247.0,1250.0,,,,,,,136.0,0.16,0.55,0.17,32.59,135.0,0.13,0.54,0.16000000000000003,32.43,0.855,32.51,95.53
217.0,1602.0,93.0,211.0,215.0,88.0,82.45,82.13,81.31,0.816,324.51,89.49,63.05,492.0,492.0,318.0,368.0,1503.0,36.15,29.47,86.36,133.37,1240.0,1242.0,,,,,,,120.0,0.14,0.56,0.16000000000000003,32.48,120.0,0.12,0.57,0.17,32.61,0.86,32.55,95.51
235.0,1650.0,110.0,225.0,221.0,89.0,83.12,82.81,82.02,0.798,316.13,92.37,56.74,432.0,486.0,338.0,380.0,1519.0,37.48,28.21,93.45,110.41,1239.0,1241.0,,,,,,,124.0,,,,,124.0,,,,,,,
170.0,1672.0,82.0,181.0,173.0,84.0,82.73,82.3,81.59,0.852,320.58,89.98,63.22,467.0,541.0,356.0,388.0,,,,89.91,125.4,,,,,,,,,143.0,,,,,124.0,,,,,,,
190.0,1669.0,89.0,218.0,240.0,85.0,82.35,81.98,81.07,0.898,319.04,89.87,55.38,468.0,513.0,328.0,352.0,,,,102.56,101.83,,,,,,,,,129.0,,,,,129.0,,,,,,,
185.0,1652.0,90.0,218.0,218.0,86.0,82.56,82.11,81.24,0.874,326.79,88.2,53.99,488.0,530.0,309.0,332.0,,,,98.46,103.35,,,,,,,,,115.0,,,,,115.0,,,,,,,
241.0,1566.0,53.0,233.0,222.0,82.0,81.8,80.56,80.75,1.002,344.2125,89.21,80.63,651.0,682.0,254.0,279.0,1491.0,,34.67,95.35,120.64,1243.0,1244.0,,,,,,,122.0,0.15,0.55,0.16000000000000003,32.51,130.0,0.11,0.56,0.19,32.38,0.86,32.45,95.49
,1566.0,53.0,152.0,137.0,77.0,81.17999999999999,80.56,79.58500000000001,,344.2125,93.3,99.95,656.875,700.5,244.5,275.5,1501.0,,30.38,81.21,141.81,1246.0,1246.0,,,,,,,130.0,,,,,102.0,,,,,,,
216.0,1566.0,53.0,135.5,217.0,73.0,81.17999999999999,80.56,79.58500000000001,2.1602499999999996,344.2125,90.04,80.97,563.0,555.0,261.0,321.0,1485.0,,24.11874999999999,89.84,116.31,,,23.06125000000001,23.065000000000005,0.76,0.7,28.42,28.91,129.0,,,,,138.0,,,,,,,
242.0,1645.0,110.0,257.0,258.0,86.0,82.31,81.95,80.72,1.232,318.45,92.12,90.43,408.0,501.0,389.0,410.0,1510.0,,33.57,84.2,114.6,1218.5,1217.0,23.06125000000001,23.065000000000005,0.76,0.7,28.42,28.91,121.0,0.15,0.54,0.2,32.43,120.0,0.13,0.55,0.19,32.57,0.88,32.5,95.4
248.0,1634.0,115.0,254.0,242.0,87.0,83.03,82.71,81.28,1.427,312.59,93.94,86.87,455.0,599.0,418.0,391.0,1497.0,34.18,32.35,108.43,92.29,1250.0,1251.0,25.07,25.2,0.72,0.8,30.87,30.38,129.0,0.16,0.54,0.18,32.58,130.0,0.18,0.56,0.17,32.44,0.895,32.51,95.32
267.0,1605.0,114.0,262.0,252.0,87.0,82.56,82.26,80.83,1.435,314.92,93.59,86.58,350.0,448.0,437.0,402.0,1509.0,36.0,32.4,108.05,135.05,1247.0,1247.0,25.07,25.2,0.72,0.8,30.87,30.38,144.0,0.13,0.55,0.18,32.59,143.0,0.14,0.56,0.17,32.44,0.865,32.52,95.48
203.0,1658.0,98.0,236.0,234.0,84.0,82.62,82.32,81.16,1.161,324.41,92.07,69.48,453.0,544.0,381.0,346.0,1494.0,35.13,37.14875000000001,91.15,112.21,1244.0,1245.0,25.07,25.2,0.72,0.8,30.87,30.38,123.0,0.14,0.56,0.16000000000000003,32.45,122.0,0.16,0.55,0.18,32.53,0.875,32.49,95.42
201.0,1648.0,90.0,220.0,222.0,85.0,82.44,82.12,80.86,1.249,325.17,90.41,52.39,540.0,590.0,329.0,347.0,1497.0,,31.61,83.17,119.22,1237.0,1236.0,24.24,24.32,0.86,0.9,29.4,29.89,120.0,0.13,0.55,0.18,32.4,120.0,0.13,0.56,0.19,32.6,0.87,32.5,95.45
200.0,1642.0,94.0,223.0,216.0,88.0,82.37,82.02,81.14,0.881,326.54,90.07,49.57,486.0,508.0,345.0,346.0,1485.0,,31.97,76.19,116.6,1235.0,1236.0,24.24,24.32,0.86,0.9,29.4,29.89,119.0,0.15,0.54,0.16000000000000003,32.59,118.0,0.13,0.55,0.17,32.41,0.85,32.5,95.55
196.0,1660.0,90.0,219.0,220.0,86.0,82.57,82.2,81.3,0.905,327.9,90.25,53.6,482.0,548.0,354.0,334.0,1486.0,,34.12,74.71,103.88,1239.0,1240.0,24.24,24.32,0.86,0.9,29.4,29.89,100.0,0.1,0.53,0.18,32.58,100.0,0.11,0.54,0.17,32.42,0.815,32.5,95.74
183.0,1681.0,90.0,221.0,236.0,86.0,82.7,82.35,81.36,0.994,328.43,89.92,54.13,451.0,503.0,353.0,341.0,1493.0,,33.38,80.91,97.52,1249.0,1251.0,25.31,25.18,0.78,0.82,32.83,32.34,105.0,0.13,0.54,0.18,32.49,105.0,0.12,0.53,0.17,32.58,0.835,32.54,95.64
200.0,1670.0,98.0,222.0,231.0,85.0,82.86,82.52,81.49,1.026,324.96,91.44,54.76,448.0,485.0,351.0,336.0,1506.0,,31.85,88.44,102.92,1248.0,1247.0,25.31,25.18,0.78,0.82,32.83,32.34,113.0,0.12,0.56,0.16000000000000003,32.61,117.0,0.11,0.55,0.16000000000000003,32.41,0.82,32.51,95.71
245.0,1644.0,110.0,244.0,250.0,87.0,82.75,82.4,81.27,1.128,318.01,92.91,74.24,379.0,468.0,396.0,390.0,1500.0,,33.99,105.3,119.21,1243.0,1244.0,25.31,25.18,0.78,0.82,32.83,32.34,135.0,0.17,0.53,0.17,32.44,139.0,0.17,0.55,0.16000000000000003,32.61,0.87,32.53,95.45
238.0,1644.0,110.0,242.0,270.0,88.0,82.88,82.58,81.34,1.242,318.04,93.11,71.48,404.0,464.0,402.0,407.0,1500.0,,33.87,96.27,121.61,1246.0,1245.0,25.32,25.1,0.8,0.88,32.34,32.83,135.0,0.18,0.55,0.18,32.41,135.0,0.17,0.56,0.17,32.5,0.905,32.46,95.26
243.0,1631.0,109.0,251.0,273.0,88.0,82.73,82.42,81.1,1.315,317.99,91.56,70.79,415.0,430.0,398.0,443.0,1498.0,,31.67,94.76,131.26,1249.0,1249.0,25.32,25.1,0.8,0.88,32.34,32.83,135.0,0.19,0.54,0.19,32.57,135.0,0.15,0.55,0.18,32.43,0.9,32.5,95.29
242.0,1622.0,110.0,248.0,268.0,88.0,82.71,82.38,81.1,1.277,317.63,91.9,66.48,422.0,459.0,402.0,430.0,1484.0,,34.69,86.44,146.33,1245.0,1245.0,25.32,25.1,0.8,0.88,32.34,32.83,132.0,0.15,0.56,0.17,32.55,134.0,0.14,0.57,0.16000000000000003,32.4,0.87,32.48,95.45
251.0,1626.0,108.0,245.0,251.0,88.0,82.84,82.5,81.22,1.289,318.01,92.13,70.92,453.0,487.0,386.0,437.0,1493.0,,33.25,76.78,142.37,1250.0,1252.0,24.68,24.81,0.9,0.88,30.87,31.36,130.0,0.13,0.55,0.17,32.44,127.0,0.12,0.56,0.16000000000000003,32.6,0.845,32.52,95.58
194.0,1651.0,92.0,227.0,256.0,85.0,82.5,82.25,81.02,1.235,320.82,90.51,64.98,475.0,478.0,350.0,399.0,1485.0,,31.78,80.57,126.0,1240.0,1241.0,24.68,24.81,0.9,0.88,30.87,31.36,123.0,0.1,0.56,0.16000000000000003,32.5,123.0,0.12,0.57,0.17,32.61,0.84,32.56,95.61
203.0,1656.0,94.0,242.0,256.0,85.0,82.52,82.17,81.06,1.109,320.33,91.17,83.66,473.0,507.0,362.0,395.0,1479.0,,35.99,80.21,112.3,1236.0,1238.0,24.68,24.81,0.9,0.88,30.87,31.36,116.0,0.17,0.56,0.17,32.46,116.0,0.15,0.57,0.16000000000000003,32.54,0.89,32.5,95.34
234.0,1652.0,109.0,241.0,261.0,87.0,83.0,82.61,81.38,1.226,315.94,92.95,82.58,420.0,469.0,390.0,419.0,1476.0,,32.03,79.88,120.24,1248.0,1250.0,25.52,25.68,0.98,0.96,31.85,31.36,119.0,0.17,0.55,0.19,32.58,119.0,0.14,0.57,0.16000000000000003,32.45,0.89,32.52,95.35
245.0,1643.0,110.0,233.0,252.0,86.0,83.05,82.74,81.48,1.254,314.81,94.05,81.64,345.0,380.0,410.0,423.0,1495.0,,35.03,86.6,121.87,1252.0,1254.0,25.52,25.68,0.98,0.96,31.85,31.36,120.0,0.1,0.54,0.17,32.44,120.0,0.11,0.56,0.18,32.51,0.83,32.48,95.66
208.0,1645.0,96.0,215.0,266.0,84.0,82.86,82.61,81.44,1.171,320.69,91.82,78.7,394.0,397.0,404.0,429.0,1504.0,,35.34,89.98,109.35,1257.0,1256.0,25.52,25.68,0.98,0.96,31.85,31.36,122.0,0.14,0.54,0.18,32.4,124.0,0.13,0.55,0.17,32.6,0.855,32.5,95.53
217.0,1653.0,105.0,204.0,259.0,87.0,83.19,82.9,81.43,1.478,315.19,95.22,75.78,444.0,407.0,424.0,423.0,1496.0,33.18,30.92,95.98,133.21,1254.0,1256.0,25.38,25.56,0.93,0.96,30.38,30.87,134.0,0.22,0.57,0.16000000000000003,32.49,138.0,0.17,0.56,0.18,32.39,0.93,32.44,95.13
264.0,1630.0,114.0,260.0,276.0,88.0,82.64,82.33,80.87,1.464,314.38,93.21,77.78,341.0,387.0,428.0,433.0,1488.0,32.79,31.31,98.6,123.54,1257.0,1259.0,25.38,25.56,0.93,0.96,30.38,30.87,133.0,0.16,0.55,0.17,32.38,131.0,0.14,0.57,0.18,32.45,0.885,32.42,95.36
209.0,1637.0,93.0,240.0,258.0,84.0,82.18,81.81,80.67,1.146,321.12,90.92,60.19,425.0,462.0,366.0,379.0,1496.0,34.35,31.17,109.12,107.46,1249.0,1249.0,25.38,25.56,0.93,0.96,30.38,30.87,126.0,0.15,0.57,0.19,32.44,128.0,0.13,0.56,0.18,32.56,0.89,32.5,95.34
210.0,1652.0,99.0,239.0,239.0,85.0,82.47,82.04,80.74,1.301,320.14,91.45,69.37,475.0,528.0,371.0,380.0,1488.0,33.74,31.67,96.15,106.91,1241.0,1242.0,25.21,25.14,0.98,0.95,30.87,30.38,119.0,0.22,0.58,0.17,32.49,120.0,0.19,0.56,0.18,32.58,0.95,32.54,95.04
209.0,1654.0,100.0,237.0,261.0,84.0,82.71,82.36,80.99,1.383,320.0,91.79,74.73,439.0,478.0,373.0,382.0,1487.0,33.26,32.28,76.61,112.02,1251.0,1252.0,25.21,25.14,0.98,0.95,30.87,30.38,122.0,0.16,0.56,0.16000000000000003,32.51,120.0,0.17,0.57,0.17,32.45,0.895,32.48,95.32
217.0,1657.0,100.0,252.0,248.0,85.0,82.65,82.34,81.0,1.342,319.81,91.46,76.91,422.0,495.0,375.0,391.0,1493.0,33.18,29.59,101.79,121.19,1251.0,1250.0,25.21,25.14,0.98,0.95,30.87,30.38,138.0,0.15,0.58,0.17,32.46,135.0,0.13,0.55,0.18,32.38,0.88,32.42,95.39
227.0,1566.0,53.0,159.0,179.0,77.0,81.17999999999999,80.56,79.58500000000001,1.394,344.2125,88.71,82.71,638.0,689.0,264.0,293.0,1468.0,31.46,35.15,92.06,127.4,1242.0,1243.0,24.28,24.39,0.71,0.78,30.87,31.36,116.0,0.23500000000000001,0.56,0.18,32.38,145.0,0.2,0.57,0.16000000000000003,32.54,0.955,32.46,95.0
237.0,1566.0,75.0,223.0,241.0,84.0,81.17999999999999,80.56,79.58500000000001,2.1602499999999996,344.2125,88.87,70.84,510.0,498.0,308.0,369.0,1466.0,33.44,27.63,106.13,131.18,1221.0,1224.0,24.28,24.39,0.71,0.78,30.87,31.36,140.0,,,,,145.0,,,,,,,
265.0,1623.0,120.0,254.0,276.0,87.0,82.94,82.62,81.45,1.172,313.99,92.72,89.35,335.0,431.0,432.0,444.0,1486.0,34.2,32.32,97.37,119.53,1240.0,1241.0,24.28,24.39,0.71,0.78,30.87,31.36,127.0,0.11,0.56,0.18,32.61,127.0,0.12,0.57,0.17,32.47,0.855,32.54,95.53
260.0,1627.0,112.0,244.0,244.0,86.0,83.25,82.93,81.98,0.949,315.58,92.29,76.43,430.0,489.0,390.0,427.0,1490.0,32.82,31.53,83.0,120.79,1255.0,1257.0,25.58,25.74,0.9,0.86,30.38,30.87,132.0,0.17,0.55,0.19,32.48,131.0,0.19,0.56,0.17,32.35,0.915,32.42,95.2
227.0,1620.0,93.0,236.0,246.0,83.0,82.19,81.87,81.18,0.689,316.17,90.54,61.17,416.0,443.0,374.0,392.0,1494.0,33.2,36.46,91.45,116.42,1254.0,1255.0,25.58,25.74,0.9,0.86,30.38,30.87,122.0,0.16,0.56,0.18,32.42,123.0,0.18,0.57,0.17,32.51,0.91,32.47,95.23
205.0,1620.0,92.0,226.0,188.0,84.0,82.18,81.71,80.87,0.838,317.85,89.84,47.6,538.0,583.0,344.0,332.0,1488.0,32.27,28.97,84.47,57.39,1255.0,1254.0,25.58,25.74,0.9,0.86,30.38,30.87,111.0,0.21,0.58,0.18,32.45,115.0,0.16,0.57,0.17,32.53,0.935,32.49,95.11
180.0,1641.0,86.0,203.0,158.0,84.0,82.38,81.79,81.29,0.58,322.53,90.14,91.6,357.0,473.0,345.0,387.0,1516.0,35.67,25.52,85.8,100.83,1257.0,1258.0,25.47,25.22,0.74,0.78,28.91,29.4,132.0,0.22,0.56,0.19,32.6,110.0,0.14,0.57,0.18,32.51,0.93,32.56,95.14
251.0,1625.0,110.0,230.0,234.0,86.0,82.78,82.41,81.45,0.963,319.27,91.69,83.05,355.0,451.0,404.0,405.0,1503.0,35.97,36.46,109.49,135.23,1240.0,1242.0,25.47,25.22,0.74,0.78,28.91,29.4,133.0,0.15,0.57,0.17,32.49,131.0,0.23,0.57,0.18,32.56,0.935,32.53,95.11
245.0,1620.0,110.0,242.0,242.0,86.0,83.04,82.73,81.73,0.998,317.63,92.82,91.17,409.0,494.0,415.0,417.0,1494.0,33.54,33.57,84.82,127.59,1251.0,1249.0,25.47,25.22,0.74,0.78,28.91,29.4,127.0,0.14,0.57,0.19,32.41,128.0,0.12,0.57,0.18,32.5,0.885,32.46,95.36
234.0,1628.0,103.0,218.0,242.0,84.0,82.74,82.4,81.69,0.705,321.04,90.36,62.24,401.0,447.0,369.0,395.0,1491.0,34.04,29.29,82.89,124.16,1242.0,1244.0,25.02,24.96,0.85,0.83,32.34,30.87,124.0,0.17,0.56,0.19,32.58,124.0,0.18,0.55,0.17,32.44,0.91,32.51,95.24
217.0,1622.0,99.0,222.0,235.0,84.0,82.51,82.18,81.53,0.649,314.21,91.31,69.07,418.0,431.0,365.0,389.0,1494.0,34.13,33.2,79.61,120.62,1246.0,1247.0,25.02,24.96,0.85,0.83,32.34,30.87,116.0,0.18,0.57,0.18,32.52,116.0,0.19,0.56,0.17,32.47,0.925,32.5,95.16
151.0,1637.0,65.0,227.0,127.0,80.0,82.47,82.09,81.25,0.837,326.43,88.12,93.74,385.0,700.5,408.0,275.5,1490.0,32.89,35.41,109.92,118.33,1249.0,1246.0,25.02,24.96,0.85,0.83,32.34,30.87,133.0,0.23500000000000001,0.55,0.17,32.58,126.0,,,,,,,
162.0,1652.0,77.0,227.0,127.0,84.0,83.0,82.59,81.72,0.87,320.72,88.7,85.82,416.0,663.0,405.0,411.0,1507.0,34.08,27.5,94.16,109.8,1262.5,1265.0,25.35,25.22,0.7,0.68,27.93,27.44,134.0,0.15,0.57,0.16000000000000003,32.41,128.0,,,,,,,
154.0,1639.0,68.0,263.0,142.0,82.0,82.19,81.32,81.21,0.289,324.45,88.29,97.56,273.0,603.0,377.0,329.0,1482.0,31.84,33.14,90.45,120.01,1251.0,1259.0,25.35,25.22,0.7,0.68,27.93,27.44,127.0,0.2,0.58,0.19,32.49,128.0,,,,,,,
205.0,1624.0,94.0,211.0,230.0,85.0,82.44,82.11,81.53,0.585,324.14,89.31,84.42,480.0,528.0,368.0,395.0,1475.0,33.77,26.35,94.6,125.0,1229.0,1228.0,25.35,25.22,0.7,0.68,27.93,27.44,114.0,0.18,0.56,0.18,32.55,114.0,0.16,0.57,0.17,32.48,0.91,32.52,95.24
195.0,1639.0,88.0,213.0,222.0,84.0,82.5,82.15,81.39,0.765,327.02,88.78,72.36,452.0,491.0,331.0,361.0,1489.0,34.38,32.38,76.88,101.84,1242.0,1244.0,25.09,24.98,0.8,0.83,29.89,29.4,111.0,0.13,0.55,0.18,32.54,110.0,0.13,0.56,0.17,32.46,0.86,32.5,95.5
200.0,1653.0,94.0,196.0,210.0,86.0,82.82,82.45,81.33,1.119,324.98,90.14,64.67,542.0,575.0,308.0,333.0,1496.0,34.45,28.92,97.94,115.84,1247.0,1246.0,25.09,24.98,0.8,0.83,29.89,29.4,119.0,0.15,0.57,0.18,32.44,123.0,0.12,0.58,0.17,32.51,0.885,32.48,95.37
213.0,1635.0,100.0,223.0,245.0,84.0,82.5,82.11,81.48,0.628,319.58,91.79,78.53,358.0,430.0,352.0,381.0,1511.0,35.7,31.35,113.43,70.59,1249.0,1248.0,25.09,24.98,0.8,0.83,29.89,29.4,138.0,0.15,0.56,0.18,32.62,138.0,0.13,0.57,0.16000000000000003,32.64,0.875,32.63,95.44
224.0,1636.0,100.0,211.0,222.0,84.0,82.48,82.07,80.87,1.198,320.61,90.61,67.56,492.0,548.0,335.0,366.0,1488.0,34.2,31.37,91.52,121.41,1238.0,1239.0,24.51,24.79,0.88,0.9,28.4,29.4,125.0,0.14,0.57,0.17,32.58,125.0,0.14,0.58,0.17,32.47,0.885,32.53,95.37
189.0,1619.0,84.0,146.0,225.0,82.0,82.37,81.97,80.95,1.027,326.81,89.11,60.5,587.0,479.0,314.0,366.0,1489.0,33.75,28.59,77.38,105.07,1244.0,1249.0,24.51,24.79,0.88,0.9,28.4,29.4,110.0,0.15,0.55,0.17,32.44,119.0,0.14,0.57,0.17,32.53,0.875,32.49,95.42
200.0,1626.0,91.0,174.0,241.0,84.0,82.08,81.68,80.96,0.714,321.94,90.26,69.67,460.0,461.0,336.0,366.0,1493.0,34.91,30.92,105.84,126.83,1236.0,1240.0,24.51,24.79,0.88,0.9,28.4,29.4,127.0,0.18,0.57,0.18,32.44,131.0,0.17,0.56,0.16000000000000003,32.51,0.91,32.48,95.24
169.0,1645.0,78.0,163.0,190.0,83.0,82.27,82.0,80.94,1.058,332.07,88.19,83.45,531.0,585.0,360.0,305.0,1481.0,33.8,33.5,86.83,113.41,1231.0,1232.0,24.87,24.96,0.84,0.88,31.85,31.36,119.0,0.16,0.56,0.16000000000000003,32.59,117.0,0.17,0.54,0.16000000000000003,32.48,0.875,32.54,95.43
224.0,1632.0,100.0,210.0,242.0,86.0,82.44,82.03,81.25,0.78,321.29,91.75,66.5,452.0,515.0,365.0,364.0,1490.0,34.08,30.01,108.59,93.86,1243.0,1246.0,24.87,24.96,0.84,0.88,31.85,31.36,110.0,0.12,0.57,0.18,32.66,111.0,0.14,0.56,0.17,32.49,0.87,32.58,95.46
221.0,1614.0,100.0,204.0,240.0,85.0,82.63,82.27,81.65,0.613,322.02,91.39,67.6,383.0,467.0,369.0,359.0,1506.0,35.14,32.65,109.47,94.18,1250.0,1249.0,24.87,24.96,0.84,0.88,31.85,31.36,109.0,0.23500000000000001,0.55,0.18,32.69,109.0,0.23500000000000001,0.56,0.17,32.55,0.97,32.62,94.94
191.0,1566.0,63.0,181.0,138.0,83.0,82.39,80.56,81.2,0.804,344.2125,89.13,86.58,504.0,651.0,325.0,320.0,1495.0,33.43,35.53,92.84,89.45,1252.0,1251.0,25.14,25.35,0.82,0.79,28.91,29.4,118.0,0.18,0.56,0.17,32.4,119.0,0.2,0.57,0.18,32.62,0.93,32.51,95.14
163.0,1566.0,53.0,240.0,232.0,80.0,81.17999999999999,80.56,79.58500000000001,1.084,344.2125,90.78,86.05,646.0,681.0,250.0,285.0,1466.0,32.87,24.11874999999999,126.21,126.65,,,25.14,25.35,0.82,0.79,28.91,29.4,150.0,,,,,154.0,,,,,,,
